"","X","date","hour","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","A_2","A_3","B_1","B_3","C_1","y"
"13314",13314,"2016-08-18","19:20",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,0,0,NA
"13315",13315,"2016-08-18","19:40",996.7,1001.5,40,1.7,29.6,78,0,1,0,0,0,0,39.67
"13316",13316,"2016-08-18","19:40",996.7,1001.5,40,1.7,29.6,78,0,0,1,0,0,0,158.97
"13317",13317,"2016-08-18","19:40",996.7,1001.5,40,1.7,29.6,78,0,0,0,1,0,0,NA
"13318",13318,"2016-08-18","19:40",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,1,0,99.45
"13319",13319,"2016-08-18","19:40",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,0,1,NA
"13320",13320,"2016-08-18","19:40",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,0,0,216.07
"13321",13321,"2016-08-18","20:00",996.7,1001.5,40,1.7,29.6,78,0,1,0,0,0,0,60.33
"13322",13322,"2016-08-18","20:00",996.7,1001.5,40,1.7,29.6,78,0,0,1,0,0,0,96.78
"13323",13323,"2016-08-18","20:00",996.7,1001.5,40,1.7,29.6,78,0,0,0,1,0,0,NA
"13324",13324,"2016-08-18","20:00",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,1,0,96.59
"13325",13325,"2016-08-18","20:00",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,0,1,NA
"13326",13326,"2016-08-18","20:00",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,0,0,NA
"13327",13327,"2016-08-18","20:20",996.7,1001.5,40,1.7,29.6,78,0,1,0,0,0,0,54.53
"13328",13328,"2016-08-18","20:20",996.7,1001.5,40,1.7,29.6,78,0,0,1,0,0,0,NA
"13329",13329,"2016-08-18","20:20",996.7,1001.5,40,1.7,29.6,78,0,0,0,1,0,0,NA
"13330",13330,"2016-08-18","20:20",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,1,0,111.96
"13331",13331,"2016-08-18","20:20",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,0,1,NA
"13332",13332,"2016-08-18","20:20",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,0,0,NA
"13333",13333,"2016-08-18","20:40",996.7,1001.5,40,1.7,29.6,78,0,1,0,0,0,0,53.69
"13334",13334,"2016-08-18","20:40",996.7,1001.5,40,1.7,29.6,78,0,0,1,0,0,0,207.66
"13335",13335,"2016-08-18","20:40",996.7,1001.5,40,1.7,29.6,78,0,0,0,1,0,0,NA
"13336",13336,"2016-08-18","20:40",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,1,0,NA
"13337",13337,"2016-08-18","20:40",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,0,1,NA
"13338",13338,"2016-08-18","20:40",996.7,1001.5,40,1.7,29.6,78,0,0,0,0,0,0,138.4
"13339",13339,"2016-08-18","21:00",996.9,1001.7,323,1.6,27.9,86,0,1,0,0,0,0,67.04
"13340",13340,"2016-08-18","21:00",996.9,1001.7,323,1.6,27.9,86,0,0,1,0,0,0,94.16
"13341",13341,"2016-08-18","21:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,1,0,0,NA
"13342",13342,"2016-08-18","21:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,1,0,NA
"13343",13343,"2016-08-18","21:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,1,NA
"13344",13344,"2016-08-18","21:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,0,NA
"13345",13345,"2016-08-18","21:20",996.9,1001.7,323,1.6,27.9,86,0,1,0,0,0,0,68.69
"13346",13346,"2016-08-18","21:20",996.9,1001.7,323,1.6,27.9,86,0,0,1,0,0,0,112.11
"13347",13347,"2016-08-18","21:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,1,0,0,NA
"13348",13348,"2016-08-18","21:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,1,0,120.17
"13349",13349,"2016-08-18","21:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,1,NA
"13350",13350,"2016-08-18","21:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,0,NA
"13351",13351,"2016-08-18","21:40",996.9,1001.7,323,1.6,27.9,86,0,1,0,0,0,0,71
"13352",13352,"2016-08-18","21:40",996.9,1001.7,323,1.6,27.9,86,0,0,1,0,0,0,85.31
"13353",13353,"2016-08-18","21:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,1,0,0,NA
"13354",13354,"2016-08-18","21:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,1,0,85.12
"13355",13355,"2016-08-18","21:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,1,NA
"13356",13356,"2016-08-18","21:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,0,NA
"13357",13357,"2016-08-18","22:00",996.9,1001.7,323,1.6,27.9,86,0,1,0,0,0,0,57.84
"13358",13358,"2016-08-18","22:00",996.9,1001.7,323,1.6,27.9,86,0,0,1,0,0,0,76.3
"13359",13359,"2016-08-18","22:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,1,0,0,NA
"13360",13360,"2016-08-18","22:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,1,0,NA
"13361",13361,"2016-08-18","22:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,1,NA
"13362",13362,"2016-08-18","22:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,0,NA
"13363",13363,"2016-08-18","22:20",996.9,1001.7,323,1.6,27.9,86,0,1,0,0,0,0,100.16
"13364",13364,"2016-08-18","22:20",996.9,1001.7,323,1.6,27.9,86,0,0,1,0,0,0,130.07
"13365",13365,"2016-08-18","22:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,1,0,0,NA
"13366",13366,"2016-08-18","22:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,1,0,NA
"13367",13367,"2016-08-18","22:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,1,NA
"13368",13368,"2016-08-18","22:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,0,120.15
"13369",13369,"2016-08-18","22:40",996.9,1001.7,323,1.6,27.9,86,0,1,0,0,0,0,NA
"13370",13370,"2016-08-18","22:40",996.9,1001.7,323,1.6,27.9,86,0,0,1,0,0,0,172.94
"13371",13371,"2016-08-18","22:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,1,0,0,NA
"13372",13372,"2016-08-18","22:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,1,0,NA
"13373",13373,"2016-08-18","22:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,1,NA
"13374",13374,"2016-08-18","22:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,0,NA
"13375",13375,"2016-08-18","23:00",996.9,1001.7,323,1.6,27.9,86,0,1,0,0,0,0,38.42
"13376",13376,"2016-08-18","23:00",996.9,1001.7,323,1.6,27.9,86,0,0,1,0,0,0,130.43
"13377",13377,"2016-08-18","23:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,1,0,0,NA
"13378",13378,"2016-08-18","23:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,1,0,120.78
"13379",13379,"2016-08-18","23:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,1,NA
"13380",13380,"2016-08-18","23:00",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,0,NA
"13381",13381,"2016-08-18","23:20",996.9,1001.7,323,1.6,27.9,86,0,1,0,0,0,0,52.54
"13382",13382,"2016-08-18","23:20",996.9,1001.7,323,1.6,27.9,86,0,0,1,0,0,0,119.97
"13383",13383,"2016-08-18","23:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,1,0,0,NA
"13384",13384,"2016-08-18","23:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,1,0,75.02
"13385",13385,"2016-08-18","23:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,1,NA
"13386",13386,"2016-08-18","23:20",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,0,NA
"13387",13387,"2016-08-18","23:40",996.9,1001.7,323,1.6,27.9,86,0,1,0,0,0,0,48.55
"13388",13388,"2016-08-18","23:40",996.9,1001.7,323,1.6,27.9,86,0,0,1,0,0,0,92.55
"13389",13389,"2016-08-18","23:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,1,0,0,136.28
"13390",13390,"2016-08-18","23:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,1,0,NA
"13391",13391,"2016-08-18","23:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,1,NA
"13392",13392,"2016-08-18","23:40",996.9,1001.7,323,1.6,27.9,86,0,0,0,0,0,0,NA
"13393",13393,"2016-08-19","00:00",997.7,1002.5,184,2.3,30.6,75,0,1,0,0,0,0,NA
"13394",13394,"2016-08-19","00:00",997.7,1002.5,184,2.3,30.6,75,0,0,1,0,0,0,NA
"13395",13395,"2016-08-19","00:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,1,0,0,NA
"13396",13396,"2016-08-19","00:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,1,0,NA
"13397",13397,"2016-08-19","00:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,1,NA
"13398",13398,"2016-08-19","00:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,0,NA
"13399",13399,"2016-08-19","00:20",997.7,1002.5,184,2.3,30.6,75,0,1,0,0,0,0,59.51
"13400",13400,"2016-08-19","00:20",997.7,1002.5,184,2.3,30.6,75,0,0,1,0,0,0,NA
"13401",13401,"2016-08-19","00:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,1,0,0,NA
"13402",13402,"2016-08-19","00:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,1,0,NA
"13403",13403,"2016-08-19","00:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,1,NA
"13404",13404,"2016-08-19","00:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,0,NA
"13405",13405,"2016-08-19","00:40",997.7,1002.5,184,2.3,30.6,75,0,1,0,0,0,0,67.67
"13406",13406,"2016-08-19","00:40",997.7,1002.5,184,2.3,30.6,75,0,0,1,0,0,0,80.29
"13407",13407,"2016-08-19","00:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,1,0,0,NA
"13408",13408,"2016-08-19","00:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,1,0,NA
"13409",13409,"2016-08-19","00:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,1,NA
"13410",13410,"2016-08-19","00:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,0,NA
"13411",13411,"2016-08-19","01:00",997.7,1002.5,184,2.3,30.6,75,0,1,0,0,0,0,55.61
"13412",13412,"2016-08-19","01:00",997.7,1002.5,184,2.3,30.6,75,0,0,1,0,0,0,NA
"13413",13413,"2016-08-19","01:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,1,0,0,NA
"13414",13414,"2016-08-19","01:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,1,0,NA
"13415",13415,"2016-08-19","01:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,1,NA
"13416",13416,"2016-08-19","01:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,0,NA
"13417",13417,"2016-08-19","01:20",997.7,1002.5,184,2.3,30.6,75,0,1,0,0,0,0,41.57
"13418",13418,"2016-08-19","01:20",997.7,1002.5,184,2.3,30.6,75,0,0,1,0,0,0,108.1
"13419",13419,"2016-08-19","01:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,1,0,0,NA
"13420",13420,"2016-08-19","01:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,1,0,NA
"13421",13421,"2016-08-19","01:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,1,134.19
"13422",13422,"2016-08-19","01:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,0,NA
"13423",13423,"2016-08-19","01:40",997.7,1002.5,184,2.3,30.6,75,0,1,0,0,0,0,43.11
"13424",13424,"2016-08-19","01:40",997.7,1002.5,184,2.3,30.6,75,0,0,1,0,0,0,86
"13425",13425,"2016-08-19","01:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,1,0,0,NA
"13426",13426,"2016-08-19","01:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,1,0,73.26
"13427",13427,"2016-08-19","01:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,1,NA
"13428",13428,"2016-08-19","01:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,0,NA
"13429",13429,"2016-08-19","02:00",997.7,1002.5,184,2.3,30.6,75,0,1,0,0,0,0,NA
"13430",13430,"2016-08-19","02:00",997.7,1002.5,184,2.3,30.6,75,0,0,1,0,0,0,72.74
"13431",13431,"2016-08-19","02:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,1,0,0,NA
"13432",13432,"2016-08-19","02:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,1,0,NA
"13433",13433,"2016-08-19","02:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,1,NA
"13434",13434,"2016-08-19","02:00",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,0,NA
"13435",13435,"2016-08-19","02:20",997.7,1002.5,184,2.3,30.6,75,0,1,0,0,0,0,59.55
"13436",13436,"2016-08-19","02:20",997.7,1002.5,184,2.3,30.6,75,0,0,1,0,0,0,NA
"13437",13437,"2016-08-19","02:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,1,0,0,NA
"13438",13438,"2016-08-19","02:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,1,0,NA
"13439",13439,"2016-08-19","02:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,1,NA
"13440",13440,"2016-08-19","02:20",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,0,NA
"13441",13441,"2016-08-19","02:40",997.7,1002.5,184,2.3,30.6,75,0,1,0,0,0,0,57.01
"13442",13442,"2016-08-19","02:40",997.7,1002.5,184,2.3,30.6,75,0,0,1,0,0,0,NA
"13443",13443,"2016-08-19","02:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,1,0,0,NA
"13444",13444,"2016-08-19","02:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,1,0,NA
"13445",13445,"2016-08-19","02:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,1,NA
"13446",13446,"2016-08-19","02:40",997.7,1002.5,184,2.3,30.6,75,0,0,0,0,0,0,NA
"13447",13447,"2016-08-19","03:00",997.4,1002.2,130,2.3,34.5,56,0,1,0,0,0,0,89.43
"13448",13448,"2016-08-19","03:00",997.4,1002.2,130,2.3,34.5,56,0,0,1,0,0,0,NA
"13449",13449,"2016-08-19","03:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,1,0,0,NA
"13450",13450,"2016-08-19","03:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,1,0,74.8
"13451",13451,"2016-08-19","03:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,1,NA
"13452",13452,"2016-08-19","03:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,0,NA
"13453",13453,"2016-08-19","03:20",997.4,1002.2,130,2.3,34.5,56,0,1,0,0,0,0,NA
"13454",13454,"2016-08-19","03:20",997.4,1002.2,130,2.3,34.5,56,0,0,1,0,0,0,NA
"13455",13455,"2016-08-19","03:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,1,0,0,NA
"13456",13456,"2016-08-19","03:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,1,0,72.49
"13457",13457,"2016-08-19","03:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,1,NA
"13458",13458,"2016-08-19","03:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,0,NA
"13459",13459,"2016-08-19","03:40",997.4,1002.2,130,2.3,34.5,56,0,1,0,0,0,0,NA
"13460",13460,"2016-08-19","03:40",997.4,1002.2,130,2.3,34.5,56,0,0,1,0,0,0,NA
"13461",13461,"2016-08-19","03:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,1,0,0,NA
"13462",13462,"2016-08-19","03:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,1,0,NA
"13463",13463,"2016-08-19","03:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,1,NA
"13464",13464,"2016-08-19","03:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,0,NA
"13465",13465,"2016-08-19","04:00",997.4,1002.2,130,2.3,34.5,56,0,1,0,0,0,0,50.08
"13466",13466,"2016-08-19","04:00",997.4,1002.2,130,2.3,34.5,56,0,0,1,0,0,0,NA
"13467",13467,"2016-08-19","04:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,1,0,0,NA
"13468",13468,"2016-08-19","04:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,1,0,NA
"13469",13469,"2016-08-19","04:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,1,NA
"13470",13470,"2016-08-19","04:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,0,NA
"13471",13471,"2016-08-19","04:20",997.4,1002.2,130,2.3,34.5,56,0,1,0,0,0,0,55.53
"13472",13472,"2016-08-19","04:20",997.4,1002.2,130,2.3,34.5,56,0,0,1,0,0,0,NA
"13473",13473,"2016-08-19","04:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,1,0,0,NA
"13474",13474,"2016-08-19","04:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,1,0,251.75
"13475",13475,"2016-08-19","04:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,1,NA
"13476",13476,"2016-08-19","04:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,0,NA
"13477",13477,"2016-08-19","04:40",997.4,1002.2,130,2.3,34.5,56,0,1,0,0,0,0,21.52
"13478",13478,"2016-08-19","04:40",997.4,1002.2,130,2.3,34.5,56,0,0,1,0,0,0,104.47
"13479",13479,"2016-08-19","04:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,1,0,0,NA
"13480",13480,"2016-08-19","04:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,1,0,82.91
"13481",13481,"2016-08-19","04:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,1,NA
"13482",13482,"2016-08-19","04:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,0,NA
"13483",13483,"2016-08-19","05:00",997.4,1002.2,130,2.3,34.5,56,0,1,0,0,0,0,39.66
"13484",13484,"2016-08-19","05:00",997.4,1002.2,130,2.3,34.5,56,0,0,1,0,0,0,NA
"13485",13485,"2016-08-19","05:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,1,0,0,NA
"13486",13486,"2016-08-19","05:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,1,0,89.39
"13487",13487,"2016-08-19","05:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,1,NA
"13488",13488,"2016-08-19","05:00",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,0,NA
"13489",13489,"2016-08-19","05:20",997.4,1002.2,130,2.3,34.5,56,0,1,0,0,0,0,42.2
"13490",13490,"2016-08-19","05:20",997.4,1002.2,130,2.3,34.5,56,0,0,1,0,0,0,67.07
"13491",13491,"2016-08-19","05:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,1,0,0,NA
"13492",13492,"2016-08-19","05:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,1,0,153.82
"13493",13493,"2016-08-19","05:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,1,NA
"13494",13494,"2016-08-19","05:20",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,0,NA
"13495",13495,"2016-08-19","05:40",997.4,1002.2,130,2.3,34.5,56,0,1,0,0,0,0,57.7
"13496",13496,"2016-08-19","05:40",997.4,1002.2,130,2.3,34.5,56,0,0,1,0,0,0,NA
"13497",13497,"2016-08-19","05:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,1,0,0,NA
"13498",13498,"2016-08-19","05:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,1,0,NA
"13499",13499,"2016-08-19","05:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,1,NA
"13500",13500,"2016-08-19","05:40",997.4,1002.2,130,2.3,34.5,56,0,0,0,0,0,0,NA
"13501",13501,"2016-08-19","06:00",995.8,1000.5,212,3.1,36.7,46,0,1,0,0,0,0,65.33
"13502",13502,"2016-08-19","06:00",995.8,1000.5,212,3.1,36.7,46,0,0,1,0,0,0,94.26
"13503",13503,"2016-08-19","06:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,1,0,0,NA
"13504",13504,"2016-08-19","06:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,1,0,113.27
"13505",13505,"2016-08-19","06:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,1,NA
"13506",13506,"2016-08-19","06:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,0,116.23
"13507",13507,"2016-08-19","06:20",995.8,1000.5,212,3.1,36.7,46,0,1,0,0,0,0,39.52
"13508",13508,"2016-08-19","06:20",995.8,1000.5,212,3.1,36.7,46,0,0,1,0,0,0,80.46
"13509",13509,"2016-08-19","06:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,1,0,0,NA
"13510",13510,"2016-08-19","06:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,1,0,105.31
"13511",13511,"2016-08-19","06:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,1,104.82
"13512",13512,"2016-08-19","06:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,0,NA
"13513",13513,"2016-08-19","06:40",995.8,1000.5,212,3.1,36.7,46,0,1,0,0,0,0,40.73
"13514",13514,"2016-08-19","06:40",995.8,1000.5,212,3.1,36.7,46,0,0,1,0,0,0,116.94
"13515",13515,"2016-08-19","06:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,1,0,0,239.62
"13516",13516,"2016-08-19","06:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,1,0,104.73
"13517",13517,"2016-08-19","06:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,1,NA
"13518",13518,"2016-08-19","06:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,0,173.17
"13519",13519,"2016-08-19","07:00",995.8,1000.5,212,3.1,36.7,46,0,1,0,0,0,0,68.11
"13520",13520,"2016-08-19","07:00",995.8,1000.5,212,3.1,36.7,46,0,0,1,0,0,0,125.52
"13521",13521,"2016-08-19","07:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,1,0,0,126.48
"13522",13522,"2016-08-19","07:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,1,0,116.78
"13523",13523,"2016-08-19","07:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,1,NA
"13524",13524,"2016-08-19","07:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,0,NA
"13525",13525,"2016-08-19","07:20",995.8,1000.5,212,3.1,36.7,46,0,1,0,0,0,0,54.57
"13526",13526,"2016-08-19","07:20",995.8,1000.5,212,3.1,36.7,46,0,0,1,0,0,0,98.73
"13527",13527,"2016-08-19","07:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,1,0,0,NA
"13528",13528,"2016-08-19","07:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,1,0,82.59
"13529",13529,"2016-08-19","07:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,1,NA
"13530",13530,"2016-08-19","07:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,0,166.51
"13531",13531,"2016-08-19","07:40",995.8,1000.5,212,3.1,36.7,46,0,1,0,0,0,0,52.64
"13532",13532,"2016-08-19","07:40",995.8,1000.5,212,3.1,36.7,46,0,0,1,0,0,0,118.96
"13533",13533,"2016-08-19","07:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,1,0,0,NA
"13534",13534,"2016-08-19","07:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,1,0,90.06
"13535",13535,"2016-08-19","07:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,1,212.44
"13536",13536,"2016-08-19","07:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,0,NA
"13537",13537,"2016-08-19","08:00",995.8,1000.5,212,3.1,36.7,46,0,1,0,0,0,0,65.33
"13538",13538,"2016-08-19","08:00",995.8,1000.5,212,3.1,36.7,46,0,0,1,0,0,0,113.19
"13539",13539,"2016-08-19","08:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,1,0,0,NA
"13540",13540,"2016-08-19","08:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,1,0,126.06
"13541",13541,"2016-08-19","08:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,1,NA
"13542",13542,"2016-08-19","08:00",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,0,NA
"13543",13543,"2016-08-19","08:20",995.8,1000.5,212,3.1,36.7,46,0,1,0,0,0,0,74.57
"13544",13544,"2016-08-19","08:20",995.8,1000.5,212,3.1,36.7,46,0,0,1,0,0,0,106.72
"13545",13545,"2016-08-19","08:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,1,0,0,NA
"13546",13546,"2016-08-19","08:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,1,0,87.38
"13547",13547,"2016-08-19","08:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,1,NA
"13548",13548,"2016-08-19","08:20",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,0,293.46
"13549",13549,"2016-08-19","08:40",995.8,1000.5,212,3.1,36.7,46,0,1,0,0,0,0,77.09
"13550",13550,"2016-08-19","08:40",995.8,1000.5,212,3.1,36.7,46,0,0,1,0,0,0,244.53
"13551",13551,"2016-08-19","08:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,1,0,0,NA
"13552",13552,"2016-08-19","08:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,1,0,166.98
"13553",13553,"2016-08-19","08:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,1,106.11
"13554",13554,"2016-08-19","08:40",995.8,1000.5,212,3.1,36.7,46,0,0,0,0,0,0,268.03
"13555",13555,"2016-08-19","09:00",995.1,999.9,113,4.3,36.5,52,0,1,0,0,0,0,18.54
"13556",13556,"2016-08-19","09:00",995.1,999.9,113,4.3,36.5,52,0,0,1,0,0,0,292.41
"13557",13557,"2016-08-19","09:00",995.1,999.9,113,4.3,36.5,52,0,0,0,1,0,0,NA
"13558",13558,"2016-08-19","09:00",995.1,999.9,113,4.3,36.5,52,0,0,0,0,1,0,170.79
"13559",13559,"2016-08-19","09:00",995.1,999.9,113,4.3,36.5,52,0,0,0,0,0,1,NA
"13560",13560,"2016-08-19","09:00",995.1,999.9,113,4.3,36.5,52,0,0,0,0,0,0,252.38
"13561",13561,"2016-08-19","09:20",995.1,999.9,113,4.3,36.5,52,0,1,0,0,0,0,108.95
"13562",13562,"2016-08-19","09:20",995.1,999.9,113,4.3,36.5,52,0,0,1,0,0,0,284.44
"13563",13563,"2016-08-19","09:20",995.1,999.9,113,4.3,36.5,52,0,0,0,1,0,0,NA
"13564",13564,"2016-08-19","09:20",995.1,999.9,113,4.3,36.5,52,0,0,0,0,1,0,277.94
